InvoiceNo,OrderDate,CustomerKey,ProductKey,SalespersonKey,Quantity,UnitPrice,DiscountPct,GrossSales,NetSales,PaymentMethod,SalesChannel,OrderStatus,CustomerType
INV100095,2024-08-22,C0166,P0017,S003,1,"₹13,515.37",20%,13515.37,10812.3,Bank Transfer,Distributor,Completed,New
INV100096,2024-11-08,C0164,P0026,S007,9,₹300.20,5%,2701.8,2566.71,Credit Card,Online,Completed,Repeat
INV100097,2024-06-14,C0064,P0001,S005,7,"₹77,733.94",0%,544137.58,544137.58,Bank Transfer,Retail Store,Completed,Returning
INV100098,2024-10-20,C0003,P0017,S006,4,"₹14,249.57",0%,56998.28,56998.28,Cash, online ,Completed,Repeat
INV100099,2024-12-17,C0129,P0020,S002,5,₹519.63,5%,2598.15,2468.24,UPI,Online,Returned,New
INV100100,2024-08-20,C0156,P0024,S007,9,₹515.13,10%,4636.17,4172.55,UPI,Online,Cancelled,New
INV100101,2024-09-26,C0115,P0024,S002,10,₹460.07,0%,4600.7,4600.7,Wallet,Distributor,Completed,Returning
INV100102,2024-10-01,C0039,P0011,S006,9,"₹7,039.75",10%,63357.75,57021.97,UPI,Distributor,Cancelled,Repeat
INV100103,2024-02-16,C0131,P0029,S001,8,"₹4,501.52",0%,36012.16,36012.16,Cash,Distributor,Completed,Returning
INV100104,2024-08-24,C0173,P0020,S001,7,₹536.11,5%,3752.77,3565.13,UPI,Distributor,Completed,New
INV100105,2024-08-04,C0089,P0005,S009,1,"₹10,440.52",0%,10440.52,10440.52,Cash,Online,Completed,Repeat
INV100106,2024-04-02,C0035,P0027,S006,7,"₹2,010.84",10%,14075.88,12668.29,Cash,Retail Store,Completed,Returning
INV100107,2024-12-04,C0139,P0009,S006,2,"₹5,779.45",0%,11558.9,11558.9,Cash,Distributor,Completed,Returning
INV100108,2024-04-24,C0001,P0002,S005,8,"₹87,817.82",20%,702542.56,562034.05,Cash,Distributor,Returned,New
INV100109,2024-05-06,C0118,P0023,S003,5,₹86.87,0%,434.35,434.35,Credit Card,Online,Returned,Returning
INV100110,2024-01-09,C0062,P0014,S002,2,"₹16,834.72",15%,33669.44,28619.02,Wallet,Distributor,Completed,New
INV100111,2024-01-23,C0103,P0029,S004,9,"₹4,674.83",0%,42073.47,42073.47,Credit Card,Online,Cancelled,Repeat
INV100112,2024-04-29,C0148,P0021,S010,10,₹291.86,20%,2918.6,2334.88,UPI,Retail Store,Completed,Returning
INV100113,2024-09-23,C0057,P0027,S005,5,"₹1,915.79",0%,9578.95,9578.95,Wallet,Distributor,Completed,Returning
INV100114,2024-12-13,C0110,P0032,S001,6,"₹2,675.74",20%,16054.44,12843.55,credit card,Retail Store,Returned,Repeat
INV100115,2024-03-17,C0077,P0025,S003,9,₹395.82,10%,3562.38,3206.14,UPI,Retail Store,Completed,Repeat
INV100116,2024-01-30,C0144,P0027,S007,9,"₹1,787.41",15%,16086.69,13673.69,UPI,Retail Store,Completed,Repeat
INV100117,2024-11-27,C0021,P0029,S006,2,"₹4,653.41",15%,9306.82,7910.8,UPI,Online,Completed,Repeat
INV100118,2024-12-10,C0155,P0003,S002,4,"₹51,230.89",15%,204923.56,174185.03,Wallet,Online,Returned,New
INV100119,2024-06-19,C0078,P0001,S004,4,"₹73,601.60",20%,294406.4,235525.12,Cash,Online,Cancelled,Returning
INV100120,2024-04-14,C0102,P0016,S009,6,"₹20,549.10",5%,123294.6,117129.87,Wallet,Distributor,Completed,Repeat
INV100121,2024-05-13,C0093,P0033,S008,8,₹790.77,0%,6326.16,6326.16,Cash,Retail Store,Completed,Repeat
INV100122,2024-06-09,C0106,P0003,S010,4,"₹46,654.17",20%,186616.68,149293.34,Bank Transfer,Distributor,Cancelled,Returning
INV100123,2024-08-01,C0076,P0010,S004,6,"₹5,164.84",0%,30989.04,30989.04,UPI,Retail Store,Cancelled,Returning
INV100124,2024-12-16,C0087,P0017,S008,8,"₹13,140.40",10%,105123.2,94610.88,Bank Transfer,Online,Completed,Returning
INV100125,2024-10-06,C0126,P0012,S009,1,"₹15,973.22",15%,15973.22,13577.24,Credit Card,Distributor,Completed,New
INV100126,2024-07-30,C0036,P0015,S002,3,"₹23,350.37",0%,70051.11,70051.11,Cash,Retail Store,Completed,Returning
INV100127,2024-11-22,C0171,P0031,S008,1,"₹1,012.22",0%,1012.22,1012.22,Cash,Online,Completed,Returning
INV100128,2024-05-20,C0138,P0019,S001,9,₹225.55,20%,2029.95,1623.96,UPI,Online,Completed,Returning
INV100129,2024-03-17,C0062,P0013,S010,9,"₹5,072.82",5%,45655.38,43372.61,Bank Transfer,Retail Store,Completed,Repeat
INV100130,2024-07-26,C0118,P0016,S004,5,"₹22,048.72",20%,110243.6,88194.88,Credit Card,Distributor,Completed,New
INV100131,2024-07-26,C0098,P0025,S009,8,₹421.96,0%,3375.68,3375.68,UPI,Online,Returned,Repeat
INV100132,2024-11-26,C0085,P0007,S009,1,"₹27,624.41",0%,27624.41,27624.41,Wallet,Retail Store,Completed,New
INV100133,2024-02-08,C0176,P0018,S009,10,"₹4,864.35",20%,48643.5,38914.8,Bank Transfer,Online,Completed,Returning
INV100134,2024-03-14,C0102,P0005,S005,3,"₹9,284.79",15%,27854.37,23676.21,Cash,Distributor,Cancelled,Repeat
INV100135,2024-07-15,C0036,P0006,S009,6,"₹12,689.63",0%,76137.78,76137.78,UPI,Online,Completed,Returning
INV100136,2024-11-10,C0153,P0026,S006,1,₹309.79,20%,309.79,247.83,Cash,Retail Store,Completed,Repeat
INV100137,2024-10-10,C0097,P0028,S003,10,"₹5,283.55",20%,52835.5,42268.4,Wallet,Retail Store,Completed,Returning
INV100138,2024-02-07,C0022,P0018,S003,7,"₹5,496.06",20%,38472.42,30777.94,UPI,Distributor,Returned,Repeat
INV100139,2024-07-03,C0028,P0006,S001,5,"₹13,258.68",10%,66293.4,59664.06,Bank Transfer,Online,Completed,New
INV100140,2024-04-05,C0111,P0029,S009,9,"₹4,425.91",15%,39833.19,33858.21,Credit Card,Online,Completed,Returning
INV100141,2024-02-17,C0153,P0021,S007,1,₹273.88,5%,273.88,260.19,Credit Card,Distributor,Cancelled,New
INV100142,2024-10-19,C0134,P0011,S007,3,"₹7,222.97",0%,21668.91,21668.91,Bank Transfer,Retail Store,Completed,New
INV100143,2024-03-26,C0112,P0018,S007,5,"₹5,495.03",10%,27475.15,24727.63,Bank Transfer,Retail Store,Completed,Returning
INV100144,2024-11-16,C0127,P0013,S008,2,"₹4,678.32",0%,9356.64,9356.64,Cash,Retail Store,Cancelled,Repeat
INV100145,2024-06-17,C0113,P0022,S007,10,₹398.10,0%,3981.0,3981.0,Wallet,Distributor,Completed,Repeat
INV100146,2024-06-09,C0046,P0026,S006,5,₹331.48,20%,1657.4,1325.92,Cash,Distributor,Completed,Repeat
INV100147,2024-07-11,C0072,P0026,S006,2,₹306.01,15%,612.02,520.22,Wallet,Online,Cancelled,New
INV100148,2024-08-24,C0054,P0029,S005,2,"₹4,616.32",10%,9232.64,8309.38,UPI,Distributor,Completed,New
INV100149,2024-05-09,C0169,P0010,S007,7,"₹5,223.17",0%,36562.19,36562.19,Wallet,Retail Store,Cancelled,Repeat
INV100150,2024-09-30,C0130,P0027,S009,1,"₹1,959.81",5%,1959.81,1861.82,Wallet,Distributor,Completed,New
INV100151,2024-05-07,C0169,P0023,S003,10,₹82.01,0%,820.1,820.1,Cash,Retail Store,Returned,New
INV100152,2024-01-06,C0026,P0017,S004,9,"₹13,918.77",20%,125268.93,100215.14,Wallet,Distributor,completed,New
INV100153,2024-08-16,C0096,P0026,S008,10,₹321.47,20%,3214.7,2571.76,Bank Transfer,Online,Returned,New
INV100154,2024-05-31,C0107,P0006,S002,3,"₹13,154.46",5%,39463.38,37490.21,Cash,Online,Cancelled,Repeat
INV100155,2024-06-27,C0122,P0007,S008,8,"₹26,956.00",5%,215648.0,204865.6,Credit Card,Distributor,Completed,New
INV100156,2024-06-24,C0166,P0007,S003,4,"₹27,453.12",15%,109812.48,93340.61,UPI,Retail Store,Cancelled,Repeat
INV100157,2024-08-24,C0060,P0026,S003,3,₹329.54,20%,988.62,790.9,Cash,Online,Cancelled,New
INV100158,2024-08-18,C0152,P0028,S007,1,"₹5,141.10",20%,5141.1,4112.88,Bank Transfer,Distributor,Completed,Returning
INV100159,2024-02-22,C0138,P0012,S006,6,"₹17,143.43",0%,102860.58,102860.58,Bank Transfer,Distributor,Returned,Returning
INV100160,2024-11-23,C0081,P0025,S010,7,₹387.44,15%,2712.08,2305.27,Bank Transfer,Retail Store,Cancelled,New
INV100161,2024-12-10,C0077,P0006,S003,6,"₹12,995.36",0%,77972.16,77972.16,Credit Card,Online,Completed,Returning
INV100162,2024-03-13,C0131,P0025,S007,10,₹417.87,0%,4178.7,4178.7,Cash,Online,Returned,Returning
INV100163,2024-10-02,C0178,P0012,S009,3,"₹16,677.48",10%,50032.44,45029.2,UPI,Retail Store,Returned,Returning
INV100164,2024-01-28,C0092,P0001,S008,3,"₹82,356.29",0%,247068.87,247068.87,Wallet,Distributor,Returned,Repeat
INV100165,2024-12-16,C0126,P0027,S008,8,"₹1,771.79",0%,14174.32,14174.32,Credit Card,Online,Completed,New
INV100166,2024-05-20,C0058,P0019,S003,8,₹227.95,15%,1823.6,1550.06,Cash,Distributor,Cancelled,New
INV100167,2024-10-20,C0030,P0018,S009,6,"₹5,528.63",15%,33171.78,28196.01,Credit Card,Distributor,Returned,Returning
INV100168,2024-04-21,C0109,P0007,S004,5,"₹28,728.73",0%,143643.65,143643.65,Bank Transfer,Online,Returned,New
INV100169,2024-05-01,C0054,P0023,S010,7,₹82.70,0%,578.9,578.9,UPI,Online,Completed,Returning
INV100170,2024-06-28,C0137,P0018,S010,9,"₹5,108.92",0%,45980.28,45980.28,Bank Transfer,Retail Store,Cancelled,Repeat
INV100171,2024-09-20,C0174,P0007,S003,7,"₹31,243.77",0%,218706.39,218706.39,UPI,Distributor,Completed,New
INV100172,2024-03-15,C0083,P0016,S007,8,"₹21,208.62",0%,169668.96,169668.96,Bank Transfer,Distributor,Returned,Repeat
INV100173,2024-08-19,C0020,P0006,S007,9,"₹13,081.40",20%,117732.6,94186.08,Bank Transfer,Retail Store,Returned,Repeat
INV100174,2024-10-24,C0001,P0006,S008,6,"₹14,204.29",0%,85225.74,85225.74,Cash,Online,Returned,New
INV100175,2024-09-10,C0069,P0021,S005,6,₹281.17,15%,1687.02,1433.97,Wallet,Retail Store,Completed,Returning
INV100176,2024-01-25,C0012,P0007,S008,1,"₹30,951.59",0%,30951.59,30951.59,UPI,Retail Store,Returned,New
INV100177,2024-08-07,C0052,P0009,S005,3,"₹5,008.46",5%,15025.38,14274.11,Bank Transfer,Retail Store,Completed,Repeat
INV100178,2024-12-06,C0167,P0011,S001,7,"₹7,266.88",20%,50868.16,40694.53,UPI,Retail Store,Completed,Returning
INV100179,2024-02-18,C0001,P0014,S008,2,"₹18,465.06",0%,36930.12,36930.12,Wallet,Distributor,Returned,New
INV100180,2024-01-05,C0179,P0022,S002,7,₹387.03,20%,2709.21,2167.37,Credit Card,Online,Returned,New
INV100181,2024-02-22,C0027,P0021,S006,5,₹272.50,0%,1362.5,1362.5,UPI,Distributor,Completed,New
INV100182,2024-09-28,C0145,P0001,S010,3,"₹76,535.36",10%,229606.08,206645.47,UPI,Distributor,Completed,Repeat
INV100183,2024-11-11,C0176,P0029,S004,2,"₹4,233.27",0%,8466.54,8466.54,Credit Card,Distributor,Returned,Repeat
INV100184,2024-08-07,C0081,P0009,S004,5,"₹5,000.67",20%,25003.35,20002.68,Wallet,Distributor,Cancelled,Returning
INV100185,2024-11-07,C0073,P0002,S005,4,"₹86,295.15",15%,345180.6,293403.51,UPI,Distributor,Returned,Repeat
INV100186,2024-11-26,C0014,P0016,S008,7,"₹20,081.24",0%,140568.68,140568.68,Wallet,Online,Cancelled,New
INV100187,2024-07-03,C0082,P0009,S007,10,"₹5,241.66",10%,52416.6,47174.94,UPI,Retail Store,Completed,New
INV100188,2024-10-27,C0018,P0001,S005,4,"₹83,703.09",0%,334812.36,334812.36,Cash,Distributor,Completed,Returning
INV100189,2024-12-30,C0129,P0027,S007,7,"₹1,941.25",0%,13588.75,13588.75,Wallet,Distributor,Completed,Repeat
INV100190,2024-02-12,C0080,P0006,S009,4,"₹13,641.63",0%,54566.52,54566.52,Cash,Distributor,Completed,Repeat
INV100191,2024-12-23,C0112,P0016,S001,4,"₹22,372.39",0%,89489.56,89489.56,Credit Card,Retail Store,Cancelled,Returning
INV100192,2024-01-29,C0080,P0012,S002,1,"₹16,258.75",20%,16258.75,13007.0,Credit Card,Online,Returned,Repeat
INV100193,2024-09-24,C0133,P0017,S003,6,"₹14,431.61",0%,86589.66,86589.66,Bank Transfer,Distributor,Completed,New
INV100194,2024-06-20,C0110,P0018,S009,2,"₹5,435.86",5%,10871.72,10328.13,Wallet,Distributor,Completed,Repeat
INV100195,2024-08-21,C0131,P0024,S001,8,₹468.39,15%,3747.12,3185.05,UPI, online ,Completed,Returning
INV100196,2024-12-11,C0030,P0015,S009,1,"₹25,854.01",0%,25854.01,25854.01,Credit Card,Online,Completed,Repeat
INV100197,2024-07-05,C0099,P0010,S003,1,"₹5,521.48",15%,5521.48,4693.26,Cash,Online,Completed,New
INV100198,2024-08-01,C0082,P0018,S002,10,"₹4,937.11",5%,49371.1,46902.54,Credit Card,Online,Completed,Returning
INV100199,2024-01-24,C0103,P0005,S008,5,"₹9,419.37",5%,47096.85,44742.01,Wallet,Retail Store,Completed,Repeat
INV100200,2024-04-12,C0075,P0020,S010,4,₹499.52,10%,1998.08,1798.27,Cash,Online,Cancelled,New
INV100201,2024-03-18,C0002,P0027,S001,4,"₹1,851.91",15%,7407.64,6296.49,Credit Card,Retail Store,Completed,Returning
INV100202,2024-07-11,C0079,P0007,S004,9,"₹28,590.10",0%,257310.9,257310.9,Credit Card,Online,Completed,New
INV100203,2024-01-23,C0060,P0027,S006,8,"₹1,772.47",20%,14179.76,11343.81,Credit Card,Distributor,Completed,Returning
INV100204,2024-07-20,C0020,P0004,S007,3,"₹70,280.98",0%,210842.94,210842.94,Bank Transfer,Retail Store,Completed,Repeat
INV100205,2024-08-19,C0070,P0015,S002,4,"₹25,545.92",0%,102183.68,102183.68,Wallet,Online,Completed,New
INV100206,2024-03-25,C0116,P0030,S006,7,"₹1,974.18",0%,13819.26,13819.26,UPI,Retail Store,Completed,Repeat
INV100207,2024-05-15,C0031,P0006,S003,5,"₹13,989.89",20%,69949.45,55959.56,Credit Card,Online,Completed,New
INV100208,2024-02-16,C0064,P0023,S007,9,₹83.49,0%,751.41,751.41,Bank Transfer,Online,Completed,Repeat
INV100209,2024-08-19,C0143,P0016,S002,8,"₹21,967.72",0%,175741.76,175741.76,UPI,Online,Completed,New
INV100210,2024-04-23,C0034,P0013,S007,6,"₹4,929.94",20%,29579.64,23663.71,Credit Card,Distributor,Cancelled,Repeat
INV100211,2024-02-08,C0006,P0005,S004,8,"₹9,054.64",0%,72437.12,72437.12,Bank Transfer,Online,Completed,Repeat
INV100212,2024-01-26,C0044,P0028,S007,8,"₹5,285.84",0%,42286.72,42286.72,Cash,Online,Completed,New
INV100213,2024-04-05,C0071,P0018,S008,3,"₹5,353.24",0%,16059.72,16059.72,Wallet,Online,Completed,Repeat
INV100214,2024-07-29,C0141,P0031,S001,2,₹988.18,5%,1976.36,1877.54,Cash,Online,Cancelled,New
INV100215,2024-11-18,C0140,P0002,S007,6,"₹85,447.95",10%,512687.7,461418.93,Cash,Retail Store,Cancelled,Returning
